Customer_ID,RECENCY,FREQUENCY,MONETIZATION,LOG_RECENCY,LOG_FREQUENCY,LOG_MONETIZATION,s_LOG_RECENCY,s_LOG_FREQUENCY,s_LOG_MONETIZATION,CLUSTER
PB-19210,690,2,132.738,2.838849090737255,0.3010299956639812,2.122995269720764,1.7691046969487754,-2.2270792252228206,-2.5324762797589915,0
BD-11560,280,2,320.54,2.4471580313422194,0.3010299956639812,2.5058822325921963,1.053139022923096,-2.2270792252228206,-1.6963275082697076,0
NB-18580,1167,2,273.87199999999996,3.0670708560453703,0.3010299956639812,2.43754763332337,2.18626752491458,-2.2270792252228206,-1.8455566457685144,0
SH-20635,767,2,2096.392,2.8847953639489807,0.3010299956639812,3.3214724937311453,1.8530891374407505,-2.2270792252228206,0.08475897682680017,0
PK-18910,485,2,1441.152,2.6857417386022635,0.3010299956639812,3.1587097887806133,1.489242274919222,-2.2270792252228206,-0.27068231260242076,0
GP-14740,767,2,236.53,2.8847953639489807,0.3010299956639812,2.373886231789153,1.8530891374407505,-2.2270792252228206,-1.9845804513452943,0
JB-15925,739,3,900.552,2.8686444383948255,0.47712125471966244,2.9545087950689775,1.8235671250711574,-1.3698112404680178,-0.716616561051115,0
KS-16300,297,3,88.472,2.4727564493172123,0.47712125471966244,1.9468058450531498,1.0999299519980756,-1.3698112404680178,-2.917238847490234,0
SG-20890,228,3,47.946,2.357934847000454,0.47712125471966244,1.680752381050175,0.8900494251808524,-1.3698112404680178,-3.498246556418821,0
JD-16060,302,3,695.442,2.4800069429571505,0.47712125471966244,2.842260915592899,1.1131830106049148,-1.3698112404680178,-0.9617435453243187,0
CM-12445,438,3,287.99,2.6414741105040993,0.47712125471966244,2.4593774078279145,1.4083262023446486,-1.3698112404680178,-1.7978847715501385,0
LS-17230,779,3,368.88,2.8915374576725643,0.47712125471966244,2.566885109211351,1.8654129001648865,-1.3698112404680178,-1.5631093909436646,0
EM-14200,160,3,366.822,2.204119982655925,0.47712125471966244,2.5644553744136953,0.6088937531680977,-1.3698112404680178,-1.5684154472033731,0
JK-15325,289,3,383.812,2.4608978427565478,0.47712125471966244,2.5841185489620164,1.0782537992354244,-1.3698112404680178,-1.5254749952254383,0
AB-10015,417,3,886.156,2.6201360549737576,0.47712125471966244,2.9475101823559395,1.3693227200242346,-1.3698112404680178,-0.7319001355511455,0
FW-14395,364,3,79.75,2.561101383649056,0.47712125471966244,1.9017306917292187,1.261414210927409,-1.3698112404680178,-3.0156739934504055,0
CR-12625,472,3,475.9,2.673941998634088,0.47712125471966244,2.6775157047987577,1.4676737234371158,-1.3698112404680178,-1.3215142321641293,0
TT-21265,408,3,439.5,2.61066016308988,0.47712125471966244,2.6429588794097905,1.3520018924053623,-1.3698112404680178,-1.3969794474821473,0
SS-20515,493,3,613.4000000000001,2.69284691927723,0.47712125471966244,2.7877437716464666,1.5022297183367044,-1.3698112404680178,-1.080798115879703,0
HD-14785,771,3,251.35999999999999,2.8870543780509568,0.47712125471966244,2.400296167695898,1.8572183523292722,-1.3698112404680178,-1.9269064180015403,0
AJ-10960,76,3,629.2479999999999,1.8808135922807914,0.47712125471966244,2.7988218438622847,0.01792729593199023,-1.3698112404680178,-1.0566058153525204,0
BW-11065,214,3,385.516,2.330413773349191,0.47712125471966244,2.5860424072054267,0.8397441052762578,-1.3698112404680178,-1.5212736724781626,0
DA-13450,354,4,156.76,2.5490032620257876,0.6020599913279624,2.195235254806065,1.2393002525035786,-0.7615699255703784,-2.374718558450102,0
MS-17530,436,4,475.656,2.639486489268586,0.6020599913279624,2.6772929793765923,1.4046930620330211,-0.7615699255703784,-1.3220006200701744,0
LH-17020,241,4,318.23900000000003,2.3820170425748683,0.6020599913279624,2.5027534011022423,0.9340688761560266,-0.7615699255703784,-1.7031602522913432,0
MS-17830,454,4,370.348,2.6570558528571038,0.6020599913279624,2.568610003662086,1.4368078140605087,-0.7615699255703784,-1.559342565442179,0
MH-17440,378,4,400.01599999999996,2.577491799837225,0.6020599913279624,2.602077362759812,1.291373984305562,-0.7615699255703784,-1.4862565272425685,0
AG-10300,120,4,367.548,2.0791812460476247,0.6020599913279624,2.5653140638933283,0.38052028223456047,-0.7615699255703784,-1.5665402406199433,0
NF-18475,527,4,377.16200000000003,2.7218106152125467,0.6020599913279624,2.576527930031216,1.555171983893217,-0.7615699255703784,-1.5420513932470215,0
BN-11470,26,4,265.296,1.414973347970818,0.6020599913279624,2.4237307019573624,-0.8335744591011867,-0.7615699255703784,-1.875730068495677,0
KW-16570,773,4,449.09600000000006,2.888179493918325,0.6020599913279624,2.6523391869138306,1.8592749332008942,-0.7615699255703784,-1.3764947265167888,0
RB-19645,650,5,221.08399999999995,2.8129133566428557,0.6989700043360189,2.3445573135278504,1.7216971932622542,-0.2897813086935548,-2.0486289600471492,0
GH-14665,4,2,146.94080000000002,0.6020599913279624,0.3010299956639812,2.1671423999743964,-2.3194854732872208,-2.2270792252228206,-2.4360677511177404,0
RS-19870,21,2,22.328,1.3222192947339193,0.3010299956639812,1.3488498234805746,-1.0031180742833605,-2.2270792252228206,-4.22305555405283,0
RR-19315,21,2,615.932,1.3222192947339193,0.3010299956639812,2.789532767919452,-1.0031180742833605,-2.2270792252228206,-1.0768913047816249,0
AR-10570,536,1,88.15,2.72916478969277,0.0,1.9452223166353408,1.5686145590103715,-3.692588524875263,-2.9206969577670625,0
SW-20755,536,2,758.696,2.72916478969277,0.3010299956639812,2.8800677943810475,1.5686145590103715,-2.2270792252228206,-0.8791808615090182,0
PB-18805,27,3,740.356,1.4313637641589874,0.47712125471966244,2.8694406003496082,-0.8036146857230333,-1.3698112404680178,-0.9023885339957671,0
BF-11080,27,3,272.95,1.4313637641589874,0.47712125471966244,2.43608309864198,-0.8036146857230333,-1.3698112404680178,-1.8487548974547674,0
LT-16765,28,3,329.87600000000003,1.4471580313422192,0.47712125471966244,2.5183507197686854,-0.7747446033498241,-1.3698112404680178,-1.669098818745348,0
CS-12460,29,2,550.6440000000001,1.462397997898956,0.3010299956639812,2.7408709113684613,-0.7468877180158179,-2.2270792252228206,-1.1831590953283644,0
CC-12550,29,3,113.832,1.462397997898956,0.47712125471966244,2.0562643663634774,-0.7468877180158179,-1.3698112404680178,-2.678203265196469,0
SC-20800,32,4,279.256,1.505149978319906,0.6020599913279624,2.4460025129922944,-0.668742073013623,-0.7615699255703784,-1.8270928746459791,0
GT-14755,36,4,226.43599999999998,1.5563025007672873,0.6020599913279624,2.3549454744528355,-0.5752412147894969,-0.7615699255703784,-2.0259432881968493,0
AS-10135,43,2,58.82,1.6334684555795866,0.3010299956639812,1.7695250201710504,-0.43419082948237886,-2.2270792252228206,-3.304384815642586,0
CD-12280,44,2,1205.584,1.6434526764861874,0.3010299956639812,3.081197475572484,-0.41594083556611156,-2.2270792252228206,-0.43995374712246393,0
EM-14065,49,4,228.98999999999998,1.6901960800285136,0.6020599913279624,2.3598165171012595,-0.33049933359482586,-0.7615699255703784,-2.0153059024373365,0
LB-16735,50,3,50.188,1.6989700043360187,0.47712125471966244,1.700599889320824,-0.3144616210149793,-1.3698112404680178,-3.454903556351203,0
CD-11980,56,3,639.766,1.7481880270062005,0.47712125471966244,2.806021156028264,-0.22449680325862478,-1.3698112404680178,-1.0408839532708054,0
BF-11275,59,3,791.9899999999999,1.7708520116421442,0.47712125471966244,2.8987196980386893,-0.18306967683648215,-1.3698112404680178,-0.8384488234884118,0
PH-18790,72,1,729.648,1.8573324964312685,0.0,2.8631133963859208,-0.024993414698297592,-3.692588524875263,-0.916205885679731,0
PT-19090,73,4,160.572,1.863322860120456,0.6020599913279624,2.2056698167479993,-0.014043726995412155,-0.7615699255703784,-2.351931556032088,0
HH-15010,74,2,218.668,1.8692317197309762,0.3010299956639812,2.339785232785009,-0.0032430192633966354,-2.2270792252228206,-2.0590502327398794,0
BO-11425,77,2,130.83,1.8864907251724818,0.3010299956639812,2.116707341393089,0.028304434188886677,-2.2270792252228206,-2.5462078612862626,0
EL-13735,79,2,124.28,1.8976270912904414,0.3010299956639812,2.094401244582937,0.04866041547208544,-2.2270792252228206,-2.5949199284317617,0
AG-10765,79,4,170.584,1.8976270912904414,0.6020599913279624,2.23193829390314,0.04866041547208544,-0.7615699255703784,-2.294566440392096,0
ML-18040,81,3,742.082,1.9084850188786497,0.47712125471966244,2.870451897435191,0.0685074435258285,-1.3698112404680178,-0.900180062833993,0
ML-18265,102,2,162.232,2.0086001717619175,0.3010299956639812,2.2101365222099623,0.2515062922229638,-2.2270792252228206,-2.342177162054775,0
TC-21145,108,1,1038.26,2.03342375548695,0.0,3.0163061227088646,0.2968809144593653,-3.692588524875263,-0.5816635211254307,0
JC-15340,116,4,71.263,2.0644579892269186,0.6020599913279624,1.8528641011474862,0.35360788216658073,-0.7615699255703784,-3.122388882292169,0
AG-10390,116,5,200.945,2.0644579892269186,0.6989700043360189,2.3030772043602257,0.35360788216658073,-0.2897813086935548,-2.139213246494627,0
LH-16750,153,3,287.426,2.184691430817599,0.47712125471966244,2.458526051013946,0.5733806213806266,-1.3698112404680178,-1.7997439650540392,0
SM-20005,423,4,244.49399999999997,2.6263403673750423,0.6020599913279624,2.3882682057955713,1.3806634810748248,-0.7615699255703784,-1.9531730881724314,0
MO-17950,182,2,154.288,2.2600713879850747,0.3010299956639812,2.188332149417359,0.7111664108362097,-2.2270792252228206,-2.389793563999888,0
DM-13525,483,3,1376.792,2.683947130751512,0.47712125471966244,3.138868333811406,1.4859619406132527,-1.3698112404680178,-0.31401209346684095,1
CG-12520,340,3,1148.78,2.531478917042255,0.47712125471966244,3.060236865995329,1.2072677892470212,-1.3698112404680178,-0.48572753846852695,1
PM-18940,388,3,1405.402,2.5888317255942073,0.47712125471966244,3.147800567237592,1.3121020489199002,-1.3698112404680178,-0.29450587693246155,1
AC-10420,234,3,925.8,2.369215857410143,0.47712125471966244,2.966517176446792,0.9106697993965372,-1.3698112404680178,-0.6903926508366377,1
MG-17695,557,3,1342.282,2.745855195173729,0.47712125471966244,3.127843766338209,1.5991226779048717,-1.3698112404680178,-0.3380875503060698,1
SB-20170,203,3,1348.02,2.307496037913213,0.47712125471966244,3.129696335689808,0.7978531519215789,-1.3698112404680178,-0.3340419082820595,1
CH-12070,693,3,1537.236,2.8407332346118066,0.47712125471966244,3.1867405465041747,1.7725486926866103,-1.3698112404680178,-0.20946872763546603,1
TM-21490,132,3,1094.6779999999999,2.12057393120585,0.47712125471966244,3.039286390054156,0.4561812936827507,-1.3698112404680178,-0.5314791999744579,1
LW-17125,207,3,1259.04,2.315970345456918,0.47712125471966244,3.100039527965941,0.813343199924718,-1.3698112404680178,-0.3988064621823498,1
AF-10885,417,4,861.5649999999999,2.6201360549737576,0.6020599913279624,2.935288047978401,1.3693227200242346,-0.7615699255703784,-0.7585908396903387,1
CS-12490,426,4,1077.2285,2.629409599102719,0.6020599913279624,3.0323078349260677,1.3862736794950823,-0.7615699255703784,-0.5467189727088471,1
AR-10345,113,4,1055.694,2.05307844348342,0.6020599913279624,3.0235380532643394,0.33280739682761584,-0.7615699255703784,-0.5658704269858253,1
VS-21820,223,4,1055.981,2.3483048630481607,0.6020599913279624,3.0236561041169314,0.8724469351931845,-0.7615699255703784,-0.5656126274654975,1
RP-19270,498,4,954.6451999999999,2.6972293427597176,0.6020599913279624,2.9798419932460822,1.510240278463737,-0.7615699255703784,-0.6612939081855657,1
CS-12130,491,4,884.64,2.6910814921229687,0.6020599913279624,2.9467665725946612,1.499002722948052,-0.7615699255703784,-0.7335240309789172,1
EM-14095,115,4,1041.042,2.060697840353612,0.6020599913279624,3.017468251124646,0.3467347676087147,-0.7615699255703784,-0.5791256644173278,1
DH-13675,778,4,1043.096,2.890979596989689,0.6020599913279624,3.0183242800005066,1.864393195756917,-0.7615699255703784,-0.5772562680619588,1
MK-18160,242,4,1031.6019999999999,2.383815365980431,0.6020599913279624,3.013512175447406,0.9373560020637981,-0.7615699255703784,-0.5877649447747363,1
BT-11440,562,4,603.876,2.749736315569061,0.6020599913279624,2.780947769673417,1.6062169143270932,-0.7615699255703784,-1.0956392289282881,1
HM-14980,249,4,736.276,2.3961993470957363,0.6020599913279624,2.8670406442395135,0.9599924783725376,-0.7615699255703784,-0.9076295595403159,1
TR-21325,195,5,675.942,2.290034611362518,0.6989700043360189,2.8299094323904392,0.765935696238196,-0.2897813086935548,-0.9887167215023622,1
AC-10660,284,5,657.3159999999999,2.4533183400470375,0.6989700043360189,2.817774203750228,1.0643993503374194,-0.2897813086935548,-1.015217640841999,1
JS-15940,465,5,469.16900000000004,2.667452952889954,0.6989700043360189,2.671329308699859,1.4558125029712772,-0.2897813086935548,-1.3350240875513368,1
EC-14050,55,5,461.914,1.7403626894942439,0.6989700043360189,2.664561125335106,-0.23880060956678947,-0.2897813086935548,-1.3498044503069968,1
VG-21805,288,5,427.37199999999996,2.459392487759231,0.6989700043360189,2.630806065221981,1.075502185484101,-0.2897813086935548,-1.4235187701508238,1
JJ-15445,485,5,709.178,2.6857417386022635,0.6989700043360189,2.8507552545278663,1.489242274919222,-0.2897813086935548,-0.9431936030337228,1
SS-20590,434,6,418.49,2.637489729512511,0.7781512503836436,2.6216850847983184,1.4010432175692908,0.09569805918442446,-1.4434371724877142,1
RH-19600,536,3,2085.7400000000002,2.72916478969277,0.47712125471966244,3.3192601700527047,1.5686145590103715,-1.3698112404680178,0.07992770309527354,1
VP-21730,32,3,993.9019999999999,1.505149978319906,0.47712125471966244,2.997343564520618,-0.668742073013623,-1.3698112404680178,-0.623073966690067,1
MZ-17335,32,4,593.6060000000001,1.505149978319906,0.6020599913279624,2.7734982820178073,-0.668742073013623,-0.7615699255703784,-1.1119074243892917,1
LP-17080,42,4,756.606,1.6232492903979006,0.6020599913279624,2.8788697809913,-0.4528702741921612,-0.7615699255703784,-0.881797083844072,1
DD-13570,43,6,269.542,1.6334684555795866,0.7781512503836436,2.4306264465062832,-0.43419082948237886,0.09569805918442446,-1.860671137552081,1
RD-19930,44,4,970.942,1.6434526764861874,0.6020599913279624,2.9871932877532363,-0.41594083556611156,-0.7615699255703784,-0.6452401469790844,1
TB-21190,51,4,816.174,1.7075701760979363,0.6020599913279624,2.9117827557933156,-0.29874150786823556,-0.7615699255703784,-0.8099217103908265,1
PB-19105,59,4,688.324,1.7708520116421442,0.6020599913279624,2.8377929124940957,-0.18306967683648215,-0.7615699255703784,-0.9715007730817157,1
DL-13330,59,4,585.02,1.7708520116421442,0.6020599913279624,2.7671707135029746,-0.18306967683648215,-0.7615699255703784,-1.125725572180258,1
IG-15085,73,4,744.574,1.863322860120456,0.6020599913279624,2.8719078668895244,-0.014043726995412155,-0.7615699255703784,-0.8970005158955525,1
MO-17500,74,4,922.487,1.8692317197309762,0.6020599913279624,2.9649602546489344,-0.0032430192633966354,-0.7615699255703784,-0.6937926575613914,1
CR-12820,87,3,1397.8724,1.9395192526186185,0.47712125471966244,3.145467530132808,0.12523441123304394,-1.3698112404680178,-0.2996007647144186,1
DW-13540,100,5,344.08000000000004,2.0,0.6989700043360189,2.5366594295460354,0.23578617907622,-0.2897813086935548,-1.6291162477194823,1
JD-16015,114,6,385.43,2.0569048513364727,0.7781512503836436,2.5859455150090898,0.3398016250896531,0.09569805918442446,-1.5214852657126945,1
KB-16405,119,3,908.8209999999999,2.075546961392531,0.47712125471966244,2.9584783536648636,0.3738772328202999,-1.3698112404680178,-0.707947836688151,1
VM-21835,119,5,380.69,2.075546961392531,0.6989700043360189,2.5805714688767285,0.3738772328202999,-0.2897813086935548,-1.533221110772035,1
RK-19300,121,3,1460.1920000000002,2.08278537031645,0.47712125471966244,3.1644099647284007,0.3871082019725988,-1.3698112404680178,-0.2582342650630855,1
MR-17545,127,4,639.178,2.103803720955957,0.6020599913279624,2.8056218184914345,0.42552730095781655,-0.7615699255703784,-1.041756026815241,1
HJ-14875,128,5,358.1,2.1072099696478683,0.6989700043360189,2.554004321011903,0.4317535271687752,-0.2897813086935548,-1.5912384636809855,1
SW-20350,164,3,1019.0439999999999,2.214843848047698,0.47712125471966244,3.0081929362582978,0.6284957311280742,-1.3698112404680178,-0.5993811023996275,1
ER-13855,423,3,1245.788,2.6263403673750423,0.47712125471966244,3.095444143235118,1.3806634810748248,-1.3698112404680178,-0.4088418660215983,1
MC-17635,191,4,795.154,2.2810333672477277,0.6020599913279624,2.9004512479938707,0.7494824695046856,-0.7615699255703784,-0.8346674636924573,1
IM-15055,411,3,2872.63,2.6138418218760693,0.47712125471966244,3.4582796916702017,1.357817594405025,-1.3698112404680178,0.38351861499720225,1
DF-13135,702,3,2390.534,2.846337112129805,0.47712125471966244,3.378494924943491,1.7827919286453986,-1.3698112404680178,0.20928459516587392,1
BS-11665,584,3,3288.1100000000006,2.7664128471123997,0.47712125471966244,3.516946337941588,1.6366996732781858,-1.3698112404680178,0.5116348711354077,1
JG-15115,760,3,2358.676,2.8808135922807914,0.47712125471966244,3.3726682880343364,1.8458109222049097,-1.3698112404680178,0.19656038210579205,1
FH-14350,214,4,2271.284,2.330413773349191,0.6020599913279624,3.3562714415387056,0.8397441052762578,-0.7615699255703784,0.16075293922290723,1
MH-17620,157,4,1252.8,2.1958996524092336,0.6020599913279624,3.097881744713868,0.5938679461076143,-0.7615699255703784,-0.40351863049915604,1
CR-12730,80,4,1600.5500000000002,1.9030899869919435,0.6020599913279624,3.2042692457309574,0.05864595307689795,-0.7615699255703784,-0.17118954410212392,1
MM-17260,170,4,1314.0230000000001,2.230448921378274,0.6020599913279624,3.1186029669632322,0.6570199891558226,-0.7615699255703784,-0.35826761333830237,1
TP-21565,352,4,1936.6399999999999,2.546542663478131,0.6020599913279624,3.2870488976710552,1.2348025647074863,-0.7615699255703784,0.009584707794420952,1
CM-12715,1037,4,3984.4524000000006,3.015778756389041,0.6020599913279624,3.6003686429216373,2.0925115357956163,-0.7615699255703784,0.6938125491131633,1
AG-10525,847,4,1455.038,2.9278834103307068,0.6020599913279624,3.162874335572655,1.9318490719099957,-0.7615699255703784,-0.2615877729036518,1
CC-12685,801,4,2854.1150000000002,2.9036325160842376,0.6020599913279624,3.4554714680285294,1.8875212593943984,-0.7615699255703784,0.37738601458050997,1
BM-11140,309,4,11789.630000000003,2.4899584794248346,0.6020599913279624,4.071500175622674,1.1313732611704523,-0.7615699255703784,1.7226698633542676,1
PF-19120,837,4,9062.863999999998,2.92272545799326,0.6020599913279624,3.957265462891243,1.9224209352872805,-0.7615699255703784,1.4732040314662007,1
MT-18070,205,4,1319.4497999999999,2.311753861055754,0.6020599913279624,3.120392871632446,0.8056359571273959,-0.7615699255703784,-0.35435881848401374,1
EN-13780,289,4,2199.366,2.4608978427565478,0.6020599913279624,3.3422975070115104,1.0782537992354244,-0.7615699255703784,0.13023665290132422,1
SC-20230,151,4,4371.958000000001,2.1789769472931693,0.6020599913279624,3.640675981169739,0.5629352105137154,-0.7615699255703784,0.7818357377466982,1
JH-16180,406,4,2256.3940000000002,2.6085260335771943,0.6020599913279624,3.353414936218063,1.3481009520127782,-0.7615699255703784,0.15451490124768907,1
LC-16960,438,4,3246.626,2.6414741105040993,0.6020599913279624,3.511432262296671,1.4083262023446486,-0.7615699255703784,0.49959322954536933,1
DJ-13420,639,4,2012.5200000000002,2.8055008581584002,0.6020599913279624,3.303740204988467,1.7081480086527452,-0.7615699255703784,0.0460351943906185,1
DS-13030,95,4,1762.213,1.9777236052888478,0.6020599913279624,3.24605840074678,0.19506752193131227,-0.7615699255703784,-0.07993036315218859,1
JW-16075,463,4,1428.7310000000002,2.6655809910179533,0.6020599913279624,3.1549504679702514,1.45239077451644,-0.7615699255703784,-0.2788919195674761,1
LD-17005,416,4,1961.934,2.6190933306267428,0.6020599913279624,3.292684393503704,1.36741674126361,-0.7615699255703784,0.021891506860818838,1
AA-10480,261,4,1790.5120000000004,2.416640507338281,0.6020599913279624,3.2529772359965223,0.9973565404819057,-0.7615699255703784,-0.06482100672275204,1
GZ-14545,159,4,2454.622,2.2013971243204513,0.6020599913279624,3.3899846223434307,0.6039166850000245,-0.7615699255703784,0.23437580300877214,1
CS-12175,234,5,844.458,2.369215857410143,0.6989700043360189,2.9265780543548257,0.9106697993965372,-0.2897813086935548,-0.7776117288149382,1
DE-13255,721,5,2550.874,2.857935264719429,0.6989700043360189,3.4066890072353613,1.803992001858987,-0.2897813086935548,0.2708548484197854,1
BV-11245,336,5,1523.2730000000004,2.526339277389844,0.6989700043360189,3.182777744287183,1.1978731260814364,-0.2897813086935548,-0.2181226974142832,1
CV-12295,256,5,2830.6279999999997,2.4082399653118496,0.6989700043360189,3.451882798307979,0.9820013272599745,-0.2897813086935548,0.3695490755643166,1
CA-12055,403,5,1679.724,2.6053050461411096,0.6989700043360189,3.225237927485291,1.3422133618179282,-0.2897813086935548,-0.1253981247308584,1
DB-13360,266,5,1081.466,2.424881636631067,0.6989700043360189,3.034012870289678,1.0124203657781878,-0.2897813086935548,-0.5429955154933369,1
TH-21100,346,5,2422.8239999999996,2.5390760987927767,0.6989700043360189,3.384321867045062,1.2211545533746193,-0.2897813086935548,0.2220094747053313,1
LM-17065,393,5,1346.7740000000001,2.5943925503754266,0.6989700043360189,3.1292947235717654,1.3222665894860637,-0.2897813086935548,-0.334918949058267,1
TB-21595,287,5,1387.5590000000002,2.4578818967339924,0.6989700043360189,3.142251458698975,1.0727410008830724,-0.2897813086935548,-0.30662402337607214,1
JF-15295,227,5,955.1240000000001,2.3560258571931225,0.6989700043360189,2.9800597579919916,0.8865600139693094,-0.2897813086935548,-0.6608183534072042,1
AG-10270,280,5,2582.8979999999997,2.4471580313422194,0.6989700043360189,3.4121072559945254,1.053139022923096,-0.2897813086935548,0.2826872232011635,1
NR-18550,212,5,2367.277,2.3263358609287517,0.6989700043360189,3.37424907860207,0.8322901559335617,-0.2897813086935548,0.20001251346403878,1
TS-21655,240,5,3368.094,2.380211241711606,0.6989700043360189,3.527384203703984,0.9307680823257597,-0.2897813086935548,0.534429088438461,1
SC-20020,783,5,3362.9635999999996,2.8937617620579434,0.6989700043360189,3.5267221666293267,1.869478669730768,-0.2897813086935548,0.5329833314910224,1
MG-17875,118,5,1242.833,2.0718820073061255,0.6989700043360189,3.0944127762273137,0.36717812325471716,-0.2897813086935548,-0.4110941658911547,1
KD-16270,486,5,8282.358,2.6866362692622934,0.6989700043360189,3.918153998692834,1.4908773728658895,-0.2897813086935548,1.3877923932756675,1
NC-18625,206,5,1821.7420000000002,2.3138672203691533,0.6989700043360189,3.2604868710397104,0.8094989320127894,-0.2897813086935548,-0.048421461361885326,1
AA-10315,186,5,5563.5599999999995,2.2695129442179165,0.6989700043360189,3.745352776041774,0.7284244768807563,-0.2897813086935548,1.0104289830724145,1
TB-21355,148,5,834.3280000000002,2.1702617153949575,0.6989700043360189,2.9213368187263877,0.5470047808278027,-0.2897813086935548,-0.7890575422188169,1
LW-16825,90,5,2238.061,1.9542425094393248,0.6989700043360189,3.3498719193694377,0.15214681130102406,-0.2897813086935548,0.1467776589996719,1
AH-10465,232,5,2495.3916000000004,2.3654879848909,0.6989700043360189,3.3971387088267258,0.90385568225778,-0.2897813086935548,0.24999890121842286,1
KN-16450,54,5,2171.962,1.7323937598229686,0.6989700043360189,3.336852222696423,-0.253366885631834,-0.2897813086935548,0.11834523785724751,1
SJ-20500,255,5,1318.7759999999998,2.406540180433955,0.6989700043360189,3.120171034950939,0.9788943183134847,-0.2897813086935548,-0.35484326555769385,1
DB-12970,243,5,2839.2272000000003,2.385606273598312,0.6989700043360189,3.4532001469317186,0.9406295727746903,-0.2897813086935548,0.3724259022525439,1
NC-18340,226,5,2461.404,2.3541084391474008,0.6989700043360189,3.391182902029028,0.8830551969188144,-0.2897813086935548,0.2369926068808571,1
TS-21340,228,5,974.7820000000002,2.357934847000454,0.6989700043360189,2.9889075010493613,0.8900494251808524,-0.2897813086935548,-0.6414966469892276,1
LR-17035,134,5,1879.3059999999998,2.1271047983648077,0.6989700043360189,3.2739975003195583,0.46811895882797294,-0.2897813086935548,-0.01891694130805076,1
CM-12235,387,5,2305.712,2.5877109650189114,0.6989700043360189,3.362805059844214,1.3100534290153447,-0.2897813086935548,0.1750210586662037,1
